gene,feature_type
Rgs22,Gene Expression
Fbxo43,Gene Expression
Polr2k,Gene Expression
Spag1,Gene Expression
Gm41293,Gene Expression
Rnf19a,Gene Expression
Gm34150,Gene Expression
Gm34093,Gene Expression
Gm49224,Gene Expression
Ankrd46,Gene Expression
Snx31,Gene Expression
Pabpc1,Gene Expression
Gm49262,Gene Expression
Gm46515,Gene Expression
Gm10385,Gene Expression
Gm49263,Gene Expression
Ywhaz,Gene Expression
Gm49282,Gene Expression
Gm10384,Gene Expression
Gm41300,Gene Expression
Gm34590,Gene Expression
Zfp706,Gene Expression
Gm26766,Gene Expression
Gm16136,Gene Expression
Grhl2,Gene Expression
Gm16137,Gene Expression
Ncald,Gene Expression
Gm28221,Gene Expression
Gm15941,Gene Expression
4930447A16Rik,Gene Expression
Gm15942,Gene Expression
Gm35019,Gene Expression
Rrm2b,Gene Expression
Gm49085,Gene Expression
Ubr5,Gene Expression
Gm35167,Gene Expression
Odf1,Gene Expression
Gm49313,Gene Expression
Klf10,Gene Expression
Gm35248,Gene Expression
Gm26863,Gene Expression
Gm41307,Gene Expression
G930009F23Rik,Gene Expression
Azin1,Gene Expression
Gm49077,Gene Expression
2310043O21Rik,Gene Expression
1100001I12Rik,Gene Expression
Atp6v1c1,Gene Expression
Gm45924,Gene Expression
Gm49097,Gene Expression
Baalc,Gene Expression
Fzd6,Gene Expression
AC164883.2,Gene Expression
Cthrc1,Gene Expression
Slc25a32,Gene Expression
Dcaf13,Gene Expression
Rims2,Gene Expression
Dcstamp,Gene Expression
Dpys,Gene Expression
Gm16291,Gene Expression
Lrp12,Gene Expression
AU022793,Gene Expression
Gm33251,Gene Expression
9330182O14Rik,Gene Expression
Gm33301,Gene Expression
Gm41311,Gene Expression
Gm16294,Gene Expression
Zfpm2,Gene Expression
Oxr1,Gene Expression
Gm26854,Gene Expression
Abra,Gene Expression
AC136372.1,Gene Expression
AC158972.2,Gene Expression
AC158129.1,Gene Expression
Angpt1,Gene Expression
Gm17473,Gene Expression
Rspo2,Gene Expression
Eif3e,Gene Expression
Gm49271,Gene Expression
Gm10373,Gene Expression
Emc2,Gene Expression
Tmem74,Gene Expression
Trhr,Gene Expression
Nudcd1,Gene Expression
Eny2,Gene Expression
Pkhd1l1,Gene Expression
Ebag9,Gene Expression
Sybu,Gene Expression
Kcnv1,Gene Expression
1700022A22Rik,Gene Expression
4930523O13Rik,Gene Expression
4930548G14Rik,Gene Expression
Csmd3,Gene Expression
Gm41318,Gene Expression
Gm49198,Gene Expression
Trps1,Gene Expression
Gm48913,Gene Expression
Gm19303,Gene Expression
Gm34562,Gene Expression
Eif3h,Gene Expression
Utp23,Gene Expression
Gm34678,Gene Expression
Gm48923,Gene Expression
Rad21,Gene Expression
Aard,Gene Expression
Slc30a8,Gene Expression
Gm41322,Gene Expression
Med30,Gene Expression
Gm34794,Gene Expression
Ext1,Gene Expression
Samd12,Gene Expression
1700015H07Rik,Gene Expression
Gm7489,Gene Expression
Tnfrsf11b,Gene Expression
Colec10,Gene Expression
Mal2,Gene Expression
Nov,Gene Expression
Enpp2,Gene Expression
AC137950.1,Gene Expression
Taf2,Gene Expression
Dscc1,Gene Expression
Gm41325,Gene Expression
Deptor,Gene Expression
Col14a1,Gene Expression
1700040F17Rik,Gene Expression
Mrpl13,Gene Expression
Mtbp,Gene Expression
Sntb1,Gene Expression
Gm46516,Gene Expression
Gm49211,Gene Expression
Gm49212,Gene Expression
Has2,Gene Expression
Gm2582,Gene Expression
Slc22a22,Gene Expression
Zhx2,Gene Expression
Gm16006,Gene Expression
9330154K18Rik,Gene Expression
Derl1,Gene Expression
Tbc1d31,Gene Expression
Fam83a,Gene Expression
9130401M01Rik,Gene Expression
Gm29394,Gene Expression
Zhx1,Gene Expression
Atad2,Gene Expression
Wdyhv1,Gene Expression
Fbxo32,Gene Expression
Gm15943,Gene Expression
Klhl38,Gene Expression
Gm2675,Gene Expression
Fam91a1,Gene Expression
Fer1l6,Gene Expression
Tmem65,Gene Expression
Trmt12,Gene Expression
Rnf139,Gene Expression
Gm49356,Gene Expression
Tatdn1,Gene Expression
Ndufb9,Gene Expression
Mtss1,Gene Expression
4930544F09Rik,Gene Expression
Gm36617,Gene Expression
Sqle,Gene Expression
Washc5,Gene Expression
Nsmce2,Gene Expression
AC161172.1,Gene Expression
Trib1,Gene Expression
Gm19510,Gene Expression
4933412E24Rik,Gene Expression
Gm2682,Gene Expression
Gm48946,Gene Expression
Fam84b,Gene Expression
A1bg,Gene Expression
4930402D18Rik,Gene Expression
AC140304.2,Gene Expression
AC140304.1,Gene Expression
AC124097.1,Gene Expression
AC160335.1,Gene Expression
AC125455.1,Gene Expression
Myc,Gene Expression
Pvt1,Gene Expression
AC134453.1,Gene Expression
Gm30159,Gene Expression
Gm41335,Gene Expression
Gm49014,Gene Expression
4930449C09Rik,Gene Expression
Gm41336,Gene Expression
Gm49019,Gene Expression
Gsdmc,Gene Expression
Gsdmc2,Gene Expression
Gsdmc3,Gene Expression
Gsdmc4,Gene Expression
Fam49b,Gene Expression
Asap1,Gene Expression
Gm20717,Gene Expression
1700010G06Rik,Gene Expression
Gm30563,Gene Expression
Gm30691,Gene Expression
Adcy8,Gene Expression
Gm21798,Gene Expression
Gm21961,Gene Expression
Efr3a,Gene Expression
Oc90,Gene Expression
Hhla1,Gene Expression
Kcnq3,Gene Expression
Gm27153,Gene Expression
Gm27242,Gene Expression
Gm30929,Gene Expression
Lrrc6,Gene Expression
Tmem71,Gene Expression
Phf20l1,Gene Expression
Tg,Gene Expression
Gm17140,Gene Expression
Sla,Gene Expression
Wisp1,Gene Expression
Ndrg1,Gene Expression
Gm17035,Gene Expression
AC087116.1,Gene Expression
St3gal1,Gene Expression
1700012I11Rik,Gene Expression
Zfat,Gene Expression
Gm20732,Gene Expression
AC141893.2,Gene Expression
Gm7125,Gene Expression
Khdrbs3,Gene Expression
AC122275.2,Gene Expression
AC127697.2,Gene Expression
Fam135b,Gene Expression
Col22a1,Gene Expression
Gm16308,Gene Expression
AC100400.1,Gene Expression
Kcnk9,Gene Expression
AC118008.1,Gene Expression
Trappc9,Gene Expression
Chrac1,Gene Expression
Ago2,Gene Expression
Ptk2,Gene Expression
1700085D07Rik,Gene Expression
Dennd3,Gene Expression
Slc45a4,Gene Expression
Gpr20,Gene Expression
Ptp4a3,Gene Expression
Mroh5,Gene Expression
Gm6569,Gene Expression
AC116769.1,Gene Expression
Adgrb1,Gene Expression
Mroh4,Gene Expression
Arc,Gene Expression
Jrk,Gene Expression
4933427E11Rik,Gene Expression
Psca,Gene Expression
Them6,Gene Expression
Slurp1,Gene Expression
Lypd2,Gene Expression
Slurp2,Gene Expression
Lynx1,Gene Expression
Ly6d,Gene Expression
D730001G18Rik,Gene Expression
Gm17189,Gene Expression
Ly6k,Gene Expression
Gml,Gene Expression
Gml2,Gene Expression
Cyp11b1,Gene Expression
Cyp11b2,Gene Expression
2010109I03Rik,Gene Expression
AC139671.1,Gene Expression
Ly6e,Gene Expression
Ly6i,Gene Expression
Ly6a,Gene Expression
Gm28068,Gene Expression
Ly6c1,Gene Expression
Gm28502,Gene Expression
Ly6c2,Gene Expression
Ly6g,Gene Expression
BC025446,Gene Expression
Ly6f,Gene Expression
Ly6l,Gene Expression
Ly6h,Gene Expression
Gpihbp1,Gene Expression
Zfp41,Gene Expression
AC119264.1,Gene Expression
Top1mt,Gene Expression
Gm15945,Gene Expression
Rhpn1,Gene Expression
Mafa,Gene Expression
Zc3h3,Gene Expression
Gsdmd,Gene Expression
Mroh6,Gene Expression
Naprt,Gene Expression
Eef1d,Gene Expression
Tigd5,Gene Expression
Pycrl,Gene Expression
Tsta3,Gene Expression
Zfp623,Gene Expression
Zfp707,Gene Expression
Ccdc166,Gene Expression
Mapk15,Gene Expression
Fam83h,Gene Expression
K230010J24Rik,Gene Expression
Scrib,Gene Expression
Puf60,Gene Expression
Gm48952,Gene Expression
Nrbp2,Gene Expression
AC116487.2,Gene Expression
Eppk1,Gene Expression
BC024139,Gene Expression
Plec,Gene Expression
Parp10,Gene Expression
Grina,Gene Expression
AC110211.1,Gene Expression
Spatc1,Gene Expression
Smpd5,Gene Expression
Oplah,Gene Expression
Exosc4,Gene Expression
Gpaa1,Gene Expression
Cyc1,Gene Expression
Sharpin,Gene Expression
Maf1,Gene Expression
Gm35339,Gene Expression
Hgh1,Gene Expression
Tssk5,Gene Expression
Mroh1,Gene Expression
Bop1,Gene Expression
Scx,Gene Expression
Hsf1,Gene Expression
Dgat1,Gene Expression
Scrt1,Gene Expression
AC157566.4,Gene Expression
Fbxl6,Gene Expression
Slc52a2,Gene Expression
Adck5,Gene Expression
Cpsf1,Gene Expression
Slc39a4,Gene Expression
Vps28,Gene Expression
Tonsl,Gene Expression
Cyhr1,Gene Expression
Kifc2,Gene Expression
Foxh1,Gene Expression
Ppp1r16a,Gene Expression
Gpt,Gene Expression
Mfsd3,Gene Expression
Recql4,Gene Expression
Lrrc14,Gene Expression
Lrrc24,Gene Expression
C030006K11Rik,Gene Expression
Arhgap39,Gene Expression
Zfp251,Gene Expression
Zfp7,Gene Expression
AC157554.2,Gene Expression
Commd5,Gene Expression
Rpl8,Gene Expression
Zfp647,Gene Expression
1110038F14Rik,Gene Expression
AC157554.4,Gene Expression
AC157554.3,Gene Expression
Mb,Gene Expression
Apol6,Gene Expression
Rbfox2,Gene Expression
1700109K24Rik,Gene Expression
Apol7a,Gene Expression
Apol9a,Gene Expression
Apol7b,Gene Expression
Apol10a,Gene Expression
Apol11a,Gene Expression
Apol7c,Gene Expression
1700025B11Rik,Gene Expression
Apol10b,Gene Expression
AL592187.3,Gene Expression
Apol11b,Gene Expression
Apol7e,Gene Expression
AL592187.4,Gene Expression
Apol9b,Gene Expression
Apol8,Gene Expression
Myh9,Gene Expression
Txn2,Gene Expression
Foxred2,Gene Expression
Eif3d,Gene Expression
Gm17638,Gene Expression
Cacng2,Gene Expression
A730060N03Rik,Gene Expression
Ift27,Gene Expression
AL589692.1,Gene Expression
Pvalb,Gene Expression
Ncf4,Gene Expression
Csf2rb2,Gene Expression
Csf2rb,Gene Expression
Tex33,Gene Expression
Tst,Gene Expression
Mpst,Gene Expression
AL590144.1,Gene Expression
Kctd17,Gene Expression
Tmprss6,Gene Expression
Il2rb,Gene Expression
C1qtnf6,Gene Expression
AL590144.3,Gene Expression
Sstr3,Gene Expression
Rac2,Gene Expression
AL590144.2,Gene Expression
Cyth4,Gene Expression
Elfn2,Gene Expression
AL591946.1,Gene Expression
Mfng,Gene Expression
Card10,Gene Expression
Cdc42ep1,Gene Expression
Lgals2,Gene Expression
Gm26634,Gene Expression
Gga1,Gene Expression
AL592169.1,Gene Expression
Sh3bp1,Gene Expression
1700027A07Rik,Gene Expression
Pdxp,Gene Expression
Lgals1,Gene Expression
Nol12,Gene Expression
Triobp,Gene Expression
AL589670.5,Gene Expression
AL589670.1,Gene Expression
AL589670.3,Gene Expression
H1f0,Gene Expression
Gcat,Gene Expression
Gcat-1,Gene Expression
Galr3,Gene Expression
AL589670.4,Gene Expression
Ankrd54,Gene Expression
Eif3l,Gene Expression
Micall1,Gene Expression
1700088E04Rik,Gene Expression
Polr2f,Gene Expression
Sox10,Gene Expression
Pick1,Gene Expression
Pick1-1,Gene Expression
Slc16a8,Gene Expression
Baiap2l2,Gene Expression
Pla2g6,Gene Expression
Gm20420,Gene Expression
Maff,Gene Expression
Tmem184b,Gene Expression
Csnk1e,Gene Expression
Gm16059,Gene Expression
Kcnj4,Gene Expression
Kdelr3,Gene Expression
Ddx17,Gene Expression
Dmc1,Gene Expression
Fam227a,Gene Expression
Cby1,Gene Expression
Tomm22,Gene Expression
Josd1,Gene Expression
Gm26884,Gene Expression
Gtpbp1,Gene Expression
Sun2,Gene Expression
Gm16575,Gene Expression
Dnal4,Gene Expression
Nptxr,Gene Expression
Npcd,Gene Expression
Cbx6,Gene Expression
AC113595.2,Gene Expression
AC113595.1,Gene Expression
Apobec3,Gene Expression
Cbx7,Gene Expression
Pdgfb,Gene Expression
AC161199.1,Gene Expression
Rpl3,Gene Expression
Syngr1,Gene Expression
Tab1,Gene Expression
Mgat3,Gene Expression
Mief1,Gene Expression
AC140267.1,Gene Expression
Atf4,Gene Expression
Rps19bp1,Gene Expression
Cacna1i,Gene Expression
AC123059.1,Gene Expression
Enthd1,Gene Expression
Grap2,Gene Expression
Fam83f,Gene Expression
AC147041.1,Gene Expression
Tnrc6b,Gene Expression
Adsl,Gene Expression
Sgsm3,Gene Expression
AC141880.1,Gene Expression
Mkl1,Gene Expression
Mchr1,Gene Expression
AC102334.1,Gene Expression
Slc25a17,Gene Expression
St13,Gene Expression
Xpnpep3,Gene Expression
Dnajb7,Gene Expression
Gm17025,Gene Expression
Rbx1,Gene Expression
Ep300,Gene Expression
L3mbtl2,Gene Expression
Chadl,Gene Expression
Rangap1,Gene Expression
Zc3h7b,Gene Expression
Gm17597,Gene Expression
Tef,Gene Expression
Tob2,Gene Expression
AC102103.1,Gene Expression
Phf5a,Gene Expression
Aco2,Gene Expression
Polr3h,Gene Expression
Csdc2,Gene Expression
Pmm1,Gene Expression
1700029P11Rik,Gene Expression
Xrcc6,Gene Expression
Desi1,Gene Expression
Snu13,Gene Expression
4930407I10Rik,Gene Expression
Mei1,Gene Expression
Ccdc134,Gene Expression
Srebf2,Gene Expression
Shisa8,Gene Expression
Tnfrsf13c,Gene Expression
AC104325.1,Gene Expression
Cenpm,Gene Expression
1500009C09Rik,Gene Expression
Sept3,Gene Expression
Wbp2nl,Gene Expression
Naga,Gene Expression
Fam109b,Gene Expression
Smdt1,Gene Expression
Ndufa6,Gene Expression
Cyp2d22,Gene Expression
Cyp2d11,Gene Expression
Cyp2d10,Gene Expression
Cyp2d9,Gene Expression
Cyp2d12,Gene Expression
Cyp2d34,Gene Expression
AC118710.3,Gene Expression
Cyp2d40,Gene Expression
Cyp2d26,Gene Expression
Tcf20,Gene Expression
Gm20324,Gene Expression
Gm29019,Gene Expression
AW121686,Gene Expression
Nfam1,Gene Expression
Serhl,Gene Expression
Gm17206,Gene Expression
Rrp7a,Gene Expression
Poldip3,Gene Expression
Cyb5r3,Gene Expression
AL591952.3,Gene Expression
AL591952.1,Gene Expression
A4galt,Gene Expression
Arfgap3,Gene Expression
1700001L05Rik,Gene Expression
Pacsin2,Gene Expression
Ttll1,Gene Expression
Bik,Gene Expression
Mcat,Gene Expression
Tspo,Gene Expression
Ttll12,Gene Expression
Scube1,Gene Expression
Mpped1,Gene Expression
Efcab6,Gene Expression
Sult4a1,Gene Expression
AL603867.1,Gene Expression
Pnpla5,Gene Expression
AL626769.1,Gene Expression
Pnpla3,Gene Expression
Samm50,Gene Expression
Parvb,Gene Expression
Parvg,Gene Expression
1810041L15Rik,Gene Expression
Rtl6,Gene Expression
AL611986.1,Gene Expression
Prr5,Gene Expression
AL611987.1,Gene Expression
Arhgap8,Gene Expression
Phf21b,Gene Expression
AL513352.1,Gene Expression
Gm29666,Gene Expression
Nup50,Gene Expression
5031439G07Rik,Gene Expression
Upk3a,Gene Expression
Fam118a,Gene Expression
Smc1b,Gene Expression
Ribc2,Gene Expression
AL583891.1,Gene Expression
Fbln1,Gene Expression
Atxn10,Gene Expression
7530416G11Rik,Gene Expression
Wnt7b,Gene Expression
AU022754,Gene Expression
AC162302.1,Gene Expression
Ppara,Gene Expression
Cdpf1,Gene Expression
Pkdrej,Gene Expression
Ttc38,Gene Expression
Gtse1,Gene Expression
Trmu,Gene Expression
Celsr1,Gene Expression
Gramd4,Gene Expression
Gm15722,Gene Expression
Cerk,Gene Expression
Gm15569,Gene Expression
Tbc1d22a,Gene Expression
AC146911.1,Gene Expression
AC158974.1,Gene Expression
AC158974.2,Gene Expression
AC139637.2,Gene Expression
AC142474.1,Gene Expression
AC142474.2,Gene Expression
AC153010.1,Gene Expression
AC124455.1,Gene Expression
Fam19a5,Gene Expression
AC124691.1,Gene Expression
AC157944.1,Gene Expression
AC147230.1,Gene Expression
AC147230.2,Gene Expression
Zdhhc25,Gene Expression
Brd1,Gene Expression
Zbed4,Gene Expression
Alg12,Gene Expression
Creld2,Gene Expression
Pim3,Gene Expression
Ttll8,Gene Expression
Mlc1,Gene Expression
Mov10l1,Gene Expression
Panx2,Gene Expression
1810021B22Rik,Gene Expression
Trabd,Gene Expression
Selenoo,Gene Expression
Tubgcp6,Gene Expression
Hdac10,Gene Expression
Mapk12,Gene Expression
Mapk11,Gene Expression
Plxnb2,Gene Expression
Dennd6b,Gene Expression
Ppp6r2,Gene Expression
Gm26798,Gene Expression
Sbf1,Gene Expression
Adm2,Gene Expression
Miox,Gene Expression
Lmf2,Gene Expression
Ncaph2,Gene Expression
Sco2,Gene Expression
Tymp,Gene Expression
Odf3b,Gene Expression
Klhdc7b,Gene Expression
Syce3,Gene Expression
AC137513.1,Gene Expression
Cpt1b,Gene Expression
Chkb,Gene Expression
C730034F03Rik,Gene Expression
Mapk8ip2,Gene Expression
Arsa,Gene Expression
C230037L18Rik,Gene Expression
Shank3,Gene Expression
Gm15609,Gene Expression
Acr,Gene Expression
Rabl2,Gene Expression
Syt10,Gene Expression
AC119932.1,Gene Expression
Alg10b,Gene Expression
AC158922.1,Gene Expression
Cpne8,Gene Expression
Kif21a,Gene Expression
Abcd2,Gene Expression
CN725425,Gene Expression
Slc2a13,Gene Expression
4933438A12Rik,Gene Expression
Lrrk2,Gene Expression
Smgc,Gene Expression
Cntn1,Gene Expression
Gm26760,Gene Expression
Pdzrn4,Gene Expression
AC101921.1,Gene Expression
AC140403.3,Gene Expression
Gm30085,Gene Expression
Gxylt1,Gene Expression
Yaf2,Gene Expression
Zcrb1,Gene Expression
Pphln1,Gene Expression
Prickle1,Gene Expression
AC109617.1,Gene Expression
AC109617.2,Gene Expression
AC121517.2,Gene Expression
AC121517.1,Gene Expression
AC102910.1,Gene Expression
Adamts20,Gene Expression
Pus7l,Gene Expression
Irak4,Gene Expression
Twf1,Gene Expression
Tmem117,Gene Expression
Nell2,Gene Expression
Dbx2,Gene Expression
Gm49169,Gene Expression
Gm6961,Gene Expression
A130051J06Rik,Gene Expression
Ano6,Gene Expression
Gm49173,Gene Expression
Gm17546,Gene Expression
D030018L15Rik,Gene Expression
2610037D02Rik,Gene Expression
Arid2,Gene Expression
Scaf11,Gene Expression
AC158769.2,Gene Expression
AC158769.1,Gene Expression
Slc38a1,Gene Expression
Slc38a2,Gene Expression
Slc38a4,Gene Expression
AC158554.1,Gene Expression
Amigo2,Gene Expression
Pced1b,Gene Expression
Rpap3,Gene Expression
Endou,Gene Expression
Rapgef3,Gene Expression
Rapgef3os1,Gene Expression
Rapgef3os2,Gene Expression
Slc48a1,Gene Expression
Hdac7,Gene Expression
Vdr,Gene Expression
Tmem106c,Gene Expression
Col2a1,Gene Expression
Senp1,Gene Expression
Pfkm,Gene Expression
Gm26513,Gene Expression
Asb8,Gene Expression
Ccdc184,Gene Expression
Olfr288,Gene Expression
Gm44579,Gene Expression
Olfr287,Gene Expression
Olfr286,Gene Expression
H1fnt,Gene Expression
Zfp641,Gene Expression
Olfr285,Gene Expression
Olfr284,Gene Expression
Olfr283,Gene Expression
Olfr282,Gene Expression
Olfr281,Gene Expression
OR5BS1P,Gene Expression
Lalba,Gene Expression
Olfr279,Gene Expression
Kansl2,Gene Expression
Ccnt1,Gene Expression
9330020H09Rik,Gene Expression
4930415O20Rik,Gene Expression
Adcy6,Gene Expression
Gm29331,Gene Expression
Cacnb3,Gene Expression
Ddx23,Gene Expression
Rnd1,Gene Expression
AC156543.1,Gene Expression
Ccdc65,Gene Expression
Fkbp11,Gene Expression
Arf3,Gene Expression
Wnt10b,Gene Expression
Wnt1,Gene Expression
Ddn,Gene Expression
B130046B21Rik,Gene Expression
Prkag1,Gene Expression
Kmt2d,Gene Expression
AC161165.6,Gene Expression
Rhebl1,Gene Expression
Dhh,Gene Expression
AC161165.2,Gene Expression
Lmbr1l,Gene Expression
Tuba1b,Gene Expression
AC161165.4,Gene Expression
AC161165.3,Gene Expression
Tuba1a,Gene Expression
Tuba1c,Gene Expression
Prph,Gene Expression
AC157610.1,Gene Expression
Troap,Gene Expression
C1ql4,Gene Expression
Dnajc22,Gene Expression
Spats2,Gene Expression
Kcnh3,Gene Expression
Mcrs1,Gene Expression
Fam186b,Gene Expression
Prpf40b,Gene Expression
Fmnl3,Gene Expression
Tmbim6,Gene Expression
Nckap5l,Gene Expression
Nckap5los,Gene Expression
Bcdin3d,Gene Expression
Faim2,Gene Expression
Aqp2,Gene Expression
Aqp5,Gene Expression
Aqp6,Gene Expression
Racgap1,Gene Expression
Asic1,Gene Expression
Smarcd1,Gene Expression
Gm17349,Gene Expression
AC134548.2,Gene Expression
Gm16537,Gene Expression
Gpd1,Gene Expression
Cox14,Gene Expression
Cers5,Gene Expression
Gm17058,Gene Expression
Lima1,Gene Expression
Gm17057,Gene Expression
Fam186a,Gene Expression
Gm21917,Gene Expression
Larp4,Gene Expression
2310068J16Rik,Gene Expression
Dip2b,Gene Expression
AC133868.2,Gene Expression
AC125526.1,Gene Expression
Atf1,Gene Expression
Tmprss12,Gene Expression
Mettl7a1,Gene Expression
Mettl7a3,Gene Expression
Methig1,Gene Expression
Mettl7a2,Gene Expression
Higd1c,Gene Expression
Slc11a2,Gene Expression
Gm5475,Gene Expression
Letmd1,Gene Expression
Csrnp2,Gene Expression
Tfcp2,Gene Expression
Pou6f1,Gene Expression
Gm27209,Gene Expression
AC123724.1,Gene Expression
Dazap2,Gene Expression
Smagp,Gene Expression
Bin2,Gene Expression
Cela1,Gene Expression
Galnt6,Gene Expression
Galnt6os,Gene Expression
Slc4a8,Gene Expression
AC113587.1,Gene Expression
Scn8a,Gene Expression
Gm47841,Gene Expression
Fignl2,Gene Expression
Ankrd33,Gene Expression
Acvrl1,Gene Expression
Gm16031,Gene Expression
Acvr1b,Gene Expression
A330009N23Rik,Gene Expression
AC161812.1,Gene Expression
Grasp,Gene Expression
Nr4a1,Gene Expression
Atg101,Gene Expression
6030408B16Rik,Gene Expression
AC163018.1,Gene Expression
Krt80,Gene Expression
AC157583.2,Gene Expression
Krt7,Gene Expression
Krt87,Gene Expression
Krt88,Gene Expression
Krt81,Gene Expression
Krt86,Gene Expression
AC103674.1,Gene Expression
Krt83,Gene Expression
AC103674.4,Gene Expression
Krt84,Gene Expression
Krt82,Gene Expression
Krt90,Gene Expression
Krt75,Gene Expression
Gm5414,Gene Expression
Gm5478,Gene Expression
Krt6b,Gene Expression
Krt6a,Gene Expression
AC120787.5,Gene Expression
Krt5,Gene Expression
Krt71,Gene Expression
Krt72,Gene Expression
Krt73,Gene Expression
Krt2,Gene Expression
Krt1,Gene Expression
Krt77,Gene Expression
Krt76,Gene Expression
Krt4,Gene Expression
Krt79,Gene Expression
Krt78,Gene Expression
Krt8,Gene Expression
AC139844.1,Gene Expression
Krt18,Gene Expression
Eif4b,Gene Expression
Tns2,Gene Expression
Spryd3,Gene Expression
Igfbp6,Gene Expression
Soat2,Gene Expression
Csad,Gene Expression
Zfp740,Gene Expression
Itgb7,Gene Expression
Rarg,Gene Expression
Gm9918,Gene Expression
Mfsd5,Gene Expression
Espl1,Gene Expression
Pfdn5,Gene Expression
Myg1,Gene Expression
Aaas,Gene Expression
Sp7,Gene Expression
Sp1,Gene Expression
Amhr2,Gene Expression
Gm26518,Gene Expression
Prr13,Gene Expression
Pcbp2,Gene Expression
Map3k12,Gene Expression
Gm10337,Gene Expression
Tarbp2,Gene Expression
Npff,Gene Expression
Gm28047,Gene Expression
Atf7,Gene Expression
AC123870.1,Gene Expression
Atp5g2,Gene Expression
Calcoco1,Gene Expression
AC124532.2,Gene Expression
Hoxc13,Gene Expression
Hoxc12,Gene Expression
Hotair,Gene Expression
Hoxc11,Gene Expression
Hoxc10,Gene Expression
Hoxc5,Gene Expression
Hoxc9,Gene Expression
Hoxc8,Gene Expression
Hoxc6,Gene Expression
Hoxc4,Gene Expression
Gm28876,Gene Expression
Gm10830,Gene Expression
Gm28265,Gene Expression
D930007P13Rik,Gene Expression
AC162693.1,Gene Expression
Smug1,Gene Expression
Cbx5,Gene Expression
Hnrnpa1,Gene Expression
Nfe2,Gene Expression
Copz1,Gene Expression
AC164069.1,Gene Expression
Gpr84,Gene Expression
Zfp385a,Gene Expression
Itga5,Gene Expression
Gtsf1,Gene Expression
Gtsf2,Gene Expression
Nckap1l,Gene Expression
Pde1b,Gene Expression
Ppp1r1a,Gene Expression
Glycam1,Gene Expression
Gm49272,Gene Expression
Mucl1,Gene Expression
Mucl2,Gene Expression
AC131776.4,Gene Expression
AC191865.2,Gene Expression
AC127687.1,Gene Expression
AC127687.2,Gene Expression
Olfr161,Gene Expression
Mefv,Gene Expression
Zfp263,Gene Expression
AC139347.1,Gene Expression
Olfr15,Gene Expression
Zfp174,Gene Expression
Zfp597,Gene Expression
Gm26675,Gene Expression
Naa60,Gene Expression
Gm20695,Gene Expression
1700037C18Rik,Gene Expression
Cluap1,Gene Expression
Gm15537,Gene Expression
Nlrc3,Gene Expression
Slx4,Gene Expression
Gm15879,Gene Expression
Dnase1,Gene Expression
Trap1,Gene Expression
Crebbp,Gene Expression
Adcy9,Gene Expression
Srl,Gene Expression
Tfap4,Gene Expression
Glis2,Gene Expression
Pam16,Gene Expression
Coro7,Gene Expression
Vasn,Gene Expression
Dnaja3,Gene Expression
Nmral1,Gene Expression
Hmox2,Gene Expression
Gm15859,Gene Expression
Cdip1,Gene Expression
Gm15835,Gene Expression
4930562C15Rik,Gene Expression
Ubald1,Gene Expression
Mgrn1,Gene Expression
Gm16861,Gene Expression
Nudt16l1,Gene Expression
Anks3,Gene Expression
Sept12,Gene Expression
Smim22,Gene Expression
Gm42477,Gene Expression
Rogdi,Gene Expression
Glyr1,Gene Expression
Ubn1,Gene Expression
Ppl,Gene Expression
Sec14l5,Gene Expression
Nagpa,Gene Expression
AU021092,Gene Expression
Alg1,Gene Expression
Eef2kmt,Gene Expression
Gm15983,Gene Expression
AC124490.1,Gene Expression
Rbfox1,Gene Expression
AC136518.1,Gene Expression
Tmem114,Gene Expression
Mettl22,Gene Expression
Abat,Gene Expression
Tmem186,Gene Expression
Pmm2,Gene Expression
Carhsp1,Gene Expression
Gm5767,Gene Expression
Usp7,Gene Expression
1810013L24Rik,Gene Expression
AC156026.1,Gene Expression
AC165274.3,Gene Expression
AC136987.2,Gene Expression
AC136987.1,Gene Expression
Grin2a,Gene Expression
Rpl39l,Gene Expression
AC154256.1,Gene Expression
Atf7ip2,Gene Expression
Emp2,Gene Expression
AC154311.1,Gene Expression
Tekt5,Gene Expression
Nubp1,Gene Expression
Tvp23a,Gene Expression
Ciita,Gene Expression
Dexi,Gene Expression
Clec16a,Gene Expression
Gm15558,Gene Expression
Socs1,Gene Expression
Tnp2,Gene Expression
Prm3,Gene Expression
Prm2,Gene Expression
Prm1,Gene Expression
CT010583.1,Gene Expression
Gm11172,Gene Expression
Gm26822,Gene Expression
Rmi2,Gene Expression
Gm21859,Gene Expression
Litaf,Gene Expression
Gm4262,Gene Expression
AC164093.2,Gene Expression
Snn,Gene Expression
Txndc11,Gene Expression
Zc3h7a,Gene Expression
4930509G22Rik,Gene Expression
Rsl1d1,Gene Expression
2610020C07Rik,Gene Expression
Gspt1,Gene Expression
Tnfrsf17,Gene Expression
Snx29,Gene Expression
Gm4279,Gene Expression
AC154509.1,Gene Expression
Cpped1,Gene Expression
Gm9961,Gene Expression
Shisa9,Gene Expression
AC117197.3,Gene Expression
AC117197.2,Gene Expression
AC117197.1,Gene Expression
1700003L19Rik,Gene Expression
Ercc4,Gene Expression
Mkl2,Gene Expression
Gm15738,Gene Expression
2310015D24Rik,Gene Expression
Parn,Gene Expression
Bfar,Gene Expression
